epoch,training_loss,validation_loss,accuracy,f1_score
1,0.6986,0.687587,0.506757,0.427724
2,0.6915,0.677874,0.574324,0.536394
3,0.6774,0.663304,0.68018,0.671543
4,0.6641,0.646073,0.716216,0.711956
5,0.6497,0.630319,0.722973,0.717993
6,0.6367,0.617023,0.72973,0.724702
7,0.6286,0.606406,0.740991,0.734956
8,0.6173,0.599863,0.743243,0.736699
9,0.6138,0.596027,0.740991,0.734581
10,0.6139,0.59476,0.743243,0.736699
