epoch,training_loss,validation_loss,accuracy,f1_score
1,0.6533,0.638429,0.608108,0.606062
2,0.6159,0.626686,0.641892,0.637104
3,0.5923,0.606202,0.666667,0.666558
4,0.5619,0.571095,0.68018,0.679243
5,0.5362,0.571585,0.689189,0.687566
6,0.5163,0.54272,0.72973,0.72973
7,0.4919,0.582614,0.70045,0.697874
8,0.4737,0.535704,0.734234,0.73404
9,0.4447,0.552641,0.72973,0.729285
10,0.44,0.544787,0.734234,0.734099
