epoch,training_loss,validation_loss,accuracy,f1_score
1,1.2693,1.255303,0.41342,0.166554
2,1.2346,1.199565,0.528139,0.192821
3,1.1804,1.149081,0.534632,0.192286
4,1.145,1.117204,0.549784,0.207556
5,1.1186,1.094726,0.562771,0.225135
6,1.1093,1.07814,0.573593,0.239196
7,1.0952,1.065016,0.599567,0.270577
8,1.0889,1.056619,0.606061,0.277632
9,1.0823,1.051486,0.614719,0.286703
10,1.0808,1.04976,0.616883,0.288991
