epoch,training_loss,validation_loss,accuracy,f1_score
1,1.0916,0.983857,0.562771,0.532177
2,0.9055,0.950702,0.62987,0.56869
3,0.7828,0.910899,0.65368,0.633609
4,0.6992,0.9339,0.655844,0.638372
5,0.6108,0.947478,0.655844,0.638902
6,0.547,0.982615,0.67316,0.660388
7,0.4822,1.108769,0.658009,0.649611
8,0.4364,1.11331,0.649351,0.638858
9,0.3953,1.249382,0.660173,0.654961
10,0.341,1.304519,0.649351,0.642714
