epoch,training_loss,validation_loss,accuracy,f1_score
1,0.9525,0.880172,0.649351,0.628917
2,0.807,0.871204,0.65368,0.616669
3,0.7167,0.847614,0.677489,0.661189
4,0.6256,0.962622,0.640693,0.632342
5,0.5481,0.954172,0.664502,0.648762
6,0.4504,1.000283,0.662338,0.650231
7,0.3923,1.0602,0.660173,0.649926
8,0.337,1.134001,0.662338,0.655337
9,0.288,1.204991,0.655844,0.651555
10,0.2656,1.207998,0.655844,0.649727
