epoch,training_loss,validation_loss,accuracy,f1_score
1,1.0174,1.022292,0.549784,0.50077
2,0.9946,1.003228,0.547619,0.496028
3,0.9766,0.987562,0.564935,0.516283
4,0.9558,0.974453,0.573593,0.532985
5,0.9396,0.963003,0.573593,0.536439
6,0.9258,0.953892,0.584416,0.551377
7,0.9129,0.946498,0.588745,0.555668
8,0.9078,0.94162,0.573593,0.541638
9,0.9002,0.940376,0.571429,0.540668
10,0.9015,0.939112,0.569264,0.538084
